# power spectrum of B
# redshift z=1.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  4.604805e-01   8.673623e-19   9.082613e-09   5.350382e-20   168
  4.618883e-01   1.228072e-18   3.375333e-04   6.880049e-20   456
  4.627474e-01   1.341129e-18   2.061344e-04   1.007539e-19   168
  4.636392e-01   1.098120e-18   2.057643e-04   4.450660e-20   504
  4.651216e-01   8.760277e-19   2.647872e-04   4.497501e-20   336
  4.660180e-01   1.224702e-18   1.908802e-04   8.963681e-20   312
  4.670124e-01   1.139635e-18   1.865029e-04   5.713751e-20   504
  4.683210e-01   9.794610e-19   1.294009e-04   4.329893e-20   432
  4.689362e-01   1.048369e-18   1.999672e-04   5.679897e-20   312
  4.702151e-01   9.364853e-19   2.049761e-04   4.561639e-20   384
  4.715504e-01   1.663973e-18   1.741510e-04   1.984817e-19   126
  4.723748e-01   1.338671e-18   3.057676e-04   7.433042e-20   492
  4.734278e-01   1.226505e-18   1.958445e-04   6.857140e-20   528
  4.747438e-01   1.006393e-18   1.989360e-04   4.817344e-20   480
  4.755596e-01   1.383281e-18   2.748289e-04   7.660800e-20   432
  4.767402e-01   1.093235e-18   2.161166e-04   5.897973e-20   440
  4.781114e-01   1.287088e-18   1.074739e-04   8.123579e-20   312
  4.786259e-01   9.120447e-19   1.610586e-04   4.520942e-20   480
  4.796813e-01   1.192123e-18   3.153497e-04   7.278828e-20   408
  4.812233e-01   1.385129e-18   1.888588e-04   9.652257e-20   360
  4.818747e-01   1.019915e-18   1.822418e-04   5.762497e-20   408
  4.830820e-01   8.879667e-19   1.854542e-04   4.145063e-20   456
  4.844414e-01   9.233633e-19   1.772485e-04   5.242231e-20   264
  4.851959e-01   1.098008e-18   1.923591e-04   5.762652e-20   384
  4.862943e-01   9.649971e-19   3.238501e-04   4.194270e-20   672
  4.875640e-01   1.310715e-18   1.937042e-04   1.038693e-19   240
  4.882967e-01   9.032858e-19   1.965613e-04   5.072074e-20   264
  4.893308e-01   7.086984e-19   2.424259e-04   2.987149e-20   624
  4.908739e-01   8.973267e-19   0.000000e+00   9.322708e-20   150
  4.914232e-01   1.196217e-18   2.716574e-04   5.738928e-20   600
  4.925819e-01   1.097431e-18   1.874909e-04   5.205184e-20   672
  4.938939e-01   9.360786e-19   1.763484e-04   5.317260e-20   336
  4.946248e-01   1.253897e-18   1.918157e-04   8.310578e-20   408
  4.957926e-01   9.444983e-19   1.913639e-04   5.872593e-20   408
  4.970915e-01   8.750980e-19   9.676385e-05   4.824801e-20   360
  4.978921e-01   1.086462e-18   3.552857e-04   7.286187e-20   456
  4.988592e-01   9.077407e-19   1.932065e-04   6.178356e-20   384
  5.000902e-01   7.593778e-19   1.783541e-04   4.497149e-20   348
  5.007554e-01   1.152613e-18   2.198754e-04   6.545895e-20   576
  5.020050e-01   7.956247e-19   1.810385e-04   4.309480e-20   504
  5.032833e-01   8.114870e-19   2.553443e-04   3.845194e-20   432
  5.043991e-01   8.508631e-19   3.473946e-04   3.820513e-20   576
  5.051948e-01   6.977175e-19   0.000000e+00   4.680125e-20   264
  5.064571e-01   8.253254e-19   2.764393e-04   3.443850e-20   768
  5.075549e-01   4.948913e-19   3.721752e-04   2.468075e-20   240
  5.084277e-01   8.565577e-19   3.282233e-04   7.954315e-20   192
  5.096990e-01   6.807309e-19   2.416124e-04   3.034897e-20   504
  5.106418e-01   1.071011e-18   3.255818e-04   6.695779e-20   590
  5.115460e-01   1.246203e-18   3.647966e-04   9.631910e-20   384
  5.126798e-01   9.156714e-19   3.048625e-04   5.920885e-20   504
  5.140486e-01   1.005258e-18   2.933830e-04   5.907281e-20   648
  5.153764e-01   7.642161e-19   7.967896e-05   5.088037e-20   504
  5.159117e-01   8.442533e-19   1.817627e-04   5.666774e-20   312
  5.168569e-01   1.008290e-18   2.618753e-04   5.426846e-20   576
  5.181545e-01   1.123524e-18   1.822405e-04   1.011360e-19   240
  5.189109e-01   6.745363e-19   1.841453e-04   2.707161e-20   552
  5.199816e-01   8.639570e-19   1.729082e-04   4.537241e-20   600
  5.215067e-01   7.626043e-19   2.111937e-04   3.706344e-20   600
  5.224237e-01   6.184370e-19   3.382099e-04   3.731500e-20   312
  5.233368e-01   9.246272e-19   2.945474e-04   5.249357e-20   480
  5.244775e-01   6.672539e-19   1.837693e-04   3.763015e-20   576
  5.254818e-01   7.961057e-19   2.959085e-04   5.143079e-20   408
  5.263729e-01   3.633921e-19   3.451909e-04   1.885785e-20   216
  5.275243e-01   7.097432e-19   2.643774e-04   3.143384e-20   516
  5.287578e-01   6.802790e-19   2.522429e-04   2.785347e-20   744
  5.300304e-01   7.623715e-19   1.684760e-04   4.392061e-20   462
  5.307494e-01   6.914242e-19   1.712315e-04   4.949293e-20   432
  5.318647e-01   8.676441e-19   1.588547e-04   5.383128e-20   648
  5.331761e-01   7.447113e-19   2.324340e-04   4.961552e-20   528
  5.342295e-01   8.244494e-19   2.799086e-04   4.607528e-20   600
  5.352820e-01   1.307873e-18   3.528915e-04   1.152114e-19   240
